MiB,delay,tcp_size,parallel_buffer,N,run,seconds
10240,60,big,100,8,10,42.1133630276
10240,60,big,100,16,1,41.7863259315
10240,60,big,100,16,2,34.942497015
10240,60,big,100,16,3,35.7453958988
10240,60,big,100,16,4,40.7426099777
10240,60,big,100,16,5,37.5937042236
10240,60,big,100,16,6,38.3322720528
10240,60,big,100,16,7,38.8642220497
10240,60,big,100,16,8,37.374560833
10240,60,big,100,16,9,35.3558239937
10240,60,big,100,16,10,38.1837239265
10240,70,big,100,1,1,36.6320850849
10240,70,big,100,1,2,36.7006409168
10240,70,big,100,1,3,36.6918239594
10240,70,big,100,1,4,36.9957079887
10240,70,big,100,1,5,36.6744749546
10240,70,big,100,1,6,36.7364468575
10240,70,big,100,1,7,36.781211853
10240,70,big,100,1,8,36.8182919025
10240,70,big,100,1,9,36.7017350197
10240,70,big,100,1,10,36.6237590313
10240,70,big,100,2,1,15.899435997
10240,70,big,100,2,2,10.9164288044
10240,70,big,100,2,3,21.5329020023
10240,70,big,100,2,4,16.3881919384
10240,70,big,100,2,5,19.6619579792
10240,70,big,100,2,6,23.9956748486
10240,70,big,100,2,7,23.6890611649
10240,70,big,100,2,8,19.4283759594
10240,70,big,100,2,9,10.9624779224
10240,70,big,100,2,10,16.0419290066
10240,70,big,100,3,1,13.6206738949
10240,70,big,100,3,2,15.1928219795
10240,70,big,100,3,3,19.774335146
10240,70,big,100,3,4,14.9654150009
10240,70,big,100,3,5,25.9329311848
10240,70,big,100,3,6,18.9625239372
10240,70,big,100,3,7,14.7550368309
10240,70,big,100,3,8,15.5015170574
10240,70,big,100,3,9,20.951884985
10240,70,big,100,3,10,14.8022451401
10240,70,big,100,4,1,19.2992269993
10240,70,big,100,4,2,22.7379221916
10240,70,big,100,4,3,19.367855072
10240,70,big,100,4,4,20.9668810368
10240,70,big,100,4,5,20.2127900124
10240,70,big,100,4,6,32.1182069778
10240,70,big,100,4,7,17.1858789921
10240,70,big,100,4,8,31.4006578922
10240,70,big,100,4,9,24.4653401375
10240,70,big,100,4,10,29.0593829155
10240,70,big,100,8,1,48.5985279083
10240,70,big,100,8,2,38.9253818989
10240,70,big,100,8,3,43.3102049828
10240,70,big,100,8,4,43.0957109928
10240,70,big,100,8,5,42.0561590195
10240,70,big,100,8,6,46.0455420017
10240,70,big,100,8,7,41.8852541447
10240,70,big,100,8,8,40.9264779091
10240,70,big,100,8,9,37.2145078182
10240,70,big,100,8,10,36.9237000942
10240,70,big,100,16,1,41.7827601433
10240,70,big,100,16,2,40.4159679413
10240,70,big,100,16,3,38.0171380043
10240,70,big,100,16,4,39.0653970242
10240,70,big,100,16,5,34.8944900036
10240,70,big,100,16,6,41.051156044
10240,70,big,100,16,7,37.7105059624
10240,70,big,100,16,8,40.6211650372
10240,70,big,100,16,9,41.5430910587
10240,70,big,100,16,10,39.6011388302
10240,80,big,100,1,1,40.6618900299
10240,80,big,100,1,2,40.8081541061
10240,80,big,100,1,3,41.2037508488
10240,80,big,100,1,4,41.1634190083
10240,80,big,100,1,5,40.9440000057
10240,80,big,100,1,6,41.0757141113
10240,80,big,100,1,7,41.0652971268
10240,80,big,100,1,8,41.0031158924
10240,80,big,100,1,9,41.038228035
10240,80,big,100,1,10,41.1902258396
